161, 0.63, -0.00, 0.04, 1
119, 0.47, 0.15, 0.00, 0
89, 0.35, -0.00, 0.11, 1
140, 0.55, 0.14, 0.00, 0
154, 0.60, 0.00, 0.13, 1
99, 0.39, 0.07, 0.00, 0
102, 0.40, -0.00, 0.18, 1
156, 0.61, 0.05, 0.00, 0
137, 0.54, -0.00, 0.17, 1
88, 0.35, -0.04, 0.00, 1
123, 0.48, -0.00, 0.19, 0
161, 0.63, -0.06, -0.00, 1
114, 0.45, 0.00, 0.13, 0
91, 0.36, -0.14, -0.00, 1
145, 0.57, -0.00, 0.12, 0
151, 0.59, -0.14, -0.00, 1
95, 0.37, -0.00, 0.05, 0
107, 0.42, -0.19, -0.00, 1
159, 0.62, -0.00, 0.02, 0
131, 0.51, -0.17, -0.00, 1
88, 0.35, -0.00, -0.06, 1
129, 0.51, -0.18, -0.00, 0
159, 0.62, 0.00, -0.09, 1
108, 0.42, -0.12, -0.00, 0
94, 0.37, -0.00, -0.16, 1
149, 0.58, -0.10, 0.00, 0
146, 0.57, 0.00, -0.16, 1
92, 0.36, -0.02, -0.00, 0
112, 0.44, 0.00, -0.19, 1
160, 0.63, 0.01, 0.00, 1
125, 0.49, -0.00, -0.16, 0
88, 0.35, 0.09, 0.00, 1
135, 0.53, 0.00, -0.16, 0
157, 0.62, 0.11, 0.00, 1
104, 0.41, 0.00, -0.09, 0
98, 0.38, 0.17, -0.00, 1
153, 0.60, 0.00, -0.07, 0
142, 0.56, 0.16, 0.00, 1
90, 0.35, -0.00, 0.01, 1
117, 0.46, 0.19, 0.00, 0
161, 0.63, 0.00, 0.04, 1
119, 0.47, 0.15, -0.00, 0
89, 0.35, 0.00, 0.11, 1
140, 0.55, 0.14, 0.00, 0
155, 0.61, -0.00, 0.13, 1
99, 0.39, 0.07, -0.00, 0
102, 0.40, 0.00, 0.18, 1
156, 0.61, 0.05, 0.00, 0
136, 0.53, -0.00, 0.17, 1
89, 0.35, -0.04, -0.00, 1
123, 0.48, -0.00, 0.19, 0
160, 0.63, -0.06, 0.00, 1
114, 0.45, -0.00, 0.14, 0
91, 0.36, -0.14, -0.00, 1
155, 0.57, -0.00, 0.12, 0
99, 0.59, -0.14, -0.00, 1
101, 0.37, 0.00, 0.05, 0
156, 0.42, -0.19, 0.00, 1
137, 0.62, -0.00, 0.02, 0
88, 0.51, -0.16, -0.00, 1
122, 0.34, 0.00, -0.06, 1
160, 0.51, -0.18, -0.00, 0
114, 0.62, -0.00, -0.09, 1
91, 0.42, -0.12, -0.00, 0
144, 0.37, 0.00, -0.16, 1
151, 0.58, -0.10, -0.00, 0
96, 0.57, 0.00, -0.16, 1
106, 0.36, -0.02, 0.00, 0
158, 0.44, 0.00, -0.19, 1
132, 0.63, 0.01, 0.00, 1
88, 0.49, 0.00, -0.16, 0
128, 0.35, 0.09, 0.00, 1
159, 0.53, -0.00, -0.16, 0
109, 0.62, 0.11, 0.00, 1
94, 0.40, 0.00, -0.09, 0
149, 0.38, 0.17, 0.00, 1
147, 0.60, 0.00, -0.07, 0
92, 0.56, 0.16, -0.00, 1
111, 0.35, 0.00, 0.01, 1
160, 0.46, 0.19, 0.00, 0
126, 0.63, -0.00, 0.04, 1
88, 0.47, 0.15, 0.00, 0
134, 0.35, -0.00, 0.12, 1
157, 0.55, 0.14, -0.00, 0
104, 0.60, -0.00, 0.13, 1
97, 0.39, 0.07, 0.00, 0
153, 0.40, 0.00, 0.18, 1
142, 0.61, 0.05, 0.00, 0
90, 0.53, 0.00, 0.17, 1
117, 0.35, -0.04, -0.00, 1
161, 0.48, -0.00, 0.19, 0
120, 0.63, -0.06, -0.00, 1
89, 0.44, -0.00, 0.13, 0
139, 0.36, -0.14, -0.00, 1
155, 0.57, -0.00, 0.12, 0
99, 0.59, -0.14, -0.00, 1
101, 0.37, -0.00, 0.04, 0
156, 0.42, -0.19, -0.00, 1
137, 0.62, -0.00, 0.02, 0
88, 0.51, -0.16, 0.00, 1
123, 0.35, 0.00, -0.07, 1
161, 0.51, -0.17, -0.00, 0
114, 0.62, 0.00, -0.09, 1
91, 0.42, -0.11, -0.00, 0
144, 0.37, 0.00, -0.16, 1
151, 0.59, -0.10, -0.00, 0
96, 0.57, 0.00, -0.16, 1
106, 0.36, -0.02, 0.00, 0
159, 0.44, 0.00, -0.19, 1
131, 0.63, 0.01, -0.00, 1
88, 0.49, 0.00, -0.16, 0
128, 0.35, 0.09, 0.00, 1
159, 0.53, 0.00, -0.16, 0
109, 0.62, 0.11, 0.00, 1
94, 0.40, 0.00, -0.09, 0
149, 0.38, 0.17, 0.00, 1
147, 0.60, 0.00, -0.07, 0
92, 0.55, 0.16, 0.00, 1
112, 0.35, 0.00, 0.01, 1
160, 0.46, 0.19, -0.00, 0
126, 0.63, 0.00, 0.04, 1
88, 0.47, 0.15, 0.00, 0
134, 0.35, -0.00, 0.12, 1
157, 0.55, 0.14, 0.00, 0
104, 0.60, -0.00, 0.13, 1
97, 0.39, 0.07, 0.00, 0
153, 0.40, -0.00, 0.18, 1
142, 0.61, 0.04, 0.00, 0
90, 0.53, 0.00, 0.17, 1
117, 0.35, -0.04, 0.00, 1
161, 0.49, 0.00, 0.19, 0
120, 0.63, -0.06, -0.00, 1
89, 0.44, -0.00, 0.13, 0
140, 0.36, -0.14, -0.00, 1
155, 0.57, -0.00, 0.12, 0
99, 0.59, -0.14, -0.00, 1
101, 0.37, -0.00, 0.04, 0
156, 0.42, -0.19, -0.00, 1
137, 0.62, -0.00, 0.02, 0
88, 0.51, -0.16, 0.00, 1
123, 0.35, -0.00, -0.07, 1
161, 0.51, -0.18, 0.00, 0
114, 0.62, 0.00, -0.09, 1
91, 0.42, -0.12, 0.00, 0
145, 0.37, 0.00, -0.16, 1
151, 0.59, -0.10, -0.00, 0
95, 0.57, 0.00, -0.16, 1
106, 0.36, -0.02, -0.00, 0
158, 0.44, 0.00, -0.19, 1
131, 0.63, 0.01, -0.00, 1
88, 0.49, -0.00, -0.16, 0
129, 0.35, 0.09, -0.00, 1
159, 0.53, 0.00, -0.16, 0
109, 0.62, 0.11, 0.00, 1
94, 0.40, 0.00, -0.09, 0
149, 0.38, 0.17, 0.00, 1
147, 0.60, 0.00, -0.07, 0
92, 0.55, 0.16, 0.00, 1
112, 0.35, -0.00, 0.01, 1
160, 0.46, 0.19, 0.00, 0
125, 0.63, 0.00, 0.04, 1
88, 0.47, 0.15, -0.00, 0
134, 0.35, 0.00, 0.12, 1
157, 0.55, 0.14, 0.00, 0
104, 0.60, -0.00, 0.13, 1
97, 0.38, 0.07, 0.00, 0
153, 0.40, -0.00, 0.18, 1
142, 0.62, 0.04, 0.00, 0
90, 0.53, -0.00, 0.17, 1
117, 0.35, -0.04, -0.00, 1
161, 0.49, -0.00, 0.19, 0
120, 0.63, -0.07, 0.00, 1
89, 0.44, 0.00, 0.13, 0
140, 0.36, -0.14, 0.00, 1
155, 0.57, -0.00, 0.12, 0
99, 0.59, -0.15, -0.00, 1
102, 0.37, -0.00, 0.04, 0
157, 0.42, -0.19, -0.00, 1
137, 0.62, -0.00, 0.02, 0
88, 0.51, -0.16, -0.00, 1
123, 0.35, 0.00, -0.07, 1
161, 0.51, -0.17, -0.00, 0
114, 0.62, -0.00, -0.09, 1
91, 0.42, -0.11, 0.00, 0
145, 0.37, 0.00, -0.16, 1
151, 0.59, -0.10, -0.00, 0
96, 0.57, 0.00, -0.16, 1
107, 0.36, -0.01, -0.00, 0
158, 0.44, 0.00, -0.19, 1
131, 0.63, 0.01, 0.00, 1
88, 0.49, 0.00, -0.16, 0
129, 0.35, 0.09, 0.00, 1
159, 0.53, -0.00, -0.16, 0
109, 0.62, 0.11, -0.00, 1
94, 0.40, -0.00, -0.09, 0
149, 0.38, 0.17, 0.00, 1
146, 0.60, 0.00, -0.07, 0
92, 0.55, 0.16, 0.00, 1
112, 0.35, -0.00, 0.01, 1
160, 0.46, 0.19, 0.00, 0
125, 0.63, -0.00, 0.04, 1
88, 0.46, 0.15, 0.00, 0
134, 0.35, -0.00, 0.12, 1
157, 0.55, 0.14, -0.00, 0
104, 0.60, 0.00, 0.13, 1
98, 0.38, 0.07, 0.00, 0
153, 0.40, -0.00, 0.19, 1
142, 0.62, 0.04, 0.00, 0
90, 0.53, -0.00, 0.17, 1
117, 0.35, -0.04, -0.00, 1
161, 0.49, -0.00, 0.19, 0
119, 0.63, -0.07, -0.00, 1
89, 0.44, -0.00, 0.13, 0
140, 0.36, -0.14, 0.00, 1
154, 0.57, 0.00, 0.12, 0
99, 0.59, -0.15, 0.00, 1
102, 0.37, -0.00, 0.04, 0
156, 0.42, -0.19, -0.00, 1
137, 0.62, -0.00, 0.01, 0
88, 0.51, -0.16, -0.00, 1
123, 0.35, 0.00, -0.07, 1
160, 0.51, -0.17, -0.00, 0
114, 0.62, 0.00, -0.09, 1
91, 0.42, -0.11, -0.00, 0
145, 0.37, -0.00, -0.16, 1
151, 0.59, -0.10, 0.00, 0
95, 0.57, 0.00, -0.16, 1
107, 0.36, -0.01, -0.00, 0
159, 0.44, 0.00, -0.19, 1
131, 0.63, 0.01, 0.00, 1
88, 0.49, 0.00, -0.16, 0
129, 0.35, 0.09, -0.00, 1
159, 0.53, 0.00, -0.16, 0
108, 0.62, 0.11, 0.00, 1
94, 0.40, 0.00, -0.09, 0
149, 0.38, 0.17, -0.00, 1
146, 0.60, -0.00, -0.07, 0
92, 0.55, 0.16, 0.00, 1
112, 0.35, -0.00, 0.01, 1
160, 0.46, 0.19, 0.00, 0
125, 0.63, -0.00, 0.04, 1
88, 0.46, 0.15, 0.00, 0
135, 0.35, -0.00, 0.12, 1
157, 0.55, 0.14, 0.00, 0
103, 0.60, -0.00, 0.13, 1
98, 0.38, 0.07, 0.00, 0
153, 0.40, 0.00, 0.19, 1
142, 0.62, 0.04, 0.00, 0
90, 0.53, -0.00, 0.17, 1
118, 0.35, -0.04, -0.00, 1
161, 0.49, -0.00, 0.19, 0
119, 0.63, -0.07, -0.00, 1
89, 0.44, -0.00, 0.13, 0
140, 0.36, -0.14, -0.00, 1
154, 0.57, -0.00, 0.12, 0
99, 0.59, -0.15, -0.00, 1
102, 0.37, 0.00, 0.04, 0
156, 0.42, -0.19, 0.00, 1
136, 0.62, -0.00, 0.01, 0
88, 0.51, -0.16, -0.00, 1
123, 0.35, 0.00, -0.07, 1
160, 0.51, -0.17, -0.00, 0
113, 0.62, 0.00, -0.09, 1
91, 0.42, -0.11, -0.00, 0
145, 0.37, 0.00, -0.16, 1
150, 0.59, -0.09, -0.00, 0
95, 0.57, 0.00, -0.16, 1
107, 0.36, -0.01, -0.00, 0
159, 0.44, 0.00, -0.19, 1
130, 0.63, 0.02, 0.00, 1
87, 0.49, 0.00, -0.16, 0
129, 0.35, 0.10, 0.00, 1
159, 0.53, 0.00, -0.16, 0
108, 0.62, 0.11, -0.00, 1
94, 0.40, 0.00, -0.09, 0
149, 0.39, 0.18, 0.00, 1
146, 0.60, 0.00, -0.07, 0
92, 0.55, 0.17, -0.00, 1
112, 0.35, -0.00, 0.02, 1
160, 0.47, 0.19, 0.00, 0
125, 0.63, -0.00, 0.04, 1
88, 0.46, 0.15, 0.00, 0
135, 0.35, -0.00, 0.12, 1
157, 0.55, 0.14, 0.00, 0
103, 0.60, 0.00, 0.13, 1
149, 0.38, 0.07, 0.00, 0
147, 0.40, 0.00, 0.19, 1
92, 0.62, 0.04, 0.00, 0
111, 0.53, 0.00, 0.17, 1
160, 0.35, -0.04, -0.00, 1
126, 0.49, -0.00, 0.19, 0
88, 0.63, -0.07, -0.00, 1
134, 0.44, -0.00, 0.13, 0
157, 0.36, -0.14, -0.00, 1
104, 0.57, -0.00, 0.12, 0
97, 0.59, -0.15, 0.00, 1
153, 0.37, -0.00, 0.04, 0
142, 0.42, -0.19, 0.00, 1
90, 0.62, -0.00, 0.01, 0
117, 0.51, -0.16, 0.00, 1
161, 0.34, 0.00, -0.07, 1
120, 0.51, -0.17, -0.00, 0
89, 0.62, 0.00, -0.09, 1
139, 0.42, -0.11, -0.00, 0
155, 0.37, -0.00, -0.16, 1
99, 0.59, -0.09, -0.00, 0
102, 0.57, -0.00, -0.16, 1
156, 0.36, -0.01, -0.00, 0
137, 0.44, -0.00, -0.19, 1
88, 0.63, 0.02, 0.00, 1
123, 0.49, -0.00, -0.16, 0
161, 0.35, 0.10, 0.00, 1
114, 0.53, 0.00, -0.16, 0
91, 0.62, 0.11, 0.00, 1
144, 0.40, 0.00, -0.09, 0
151, 0.39, 0.17, -0.00, 1
95, 0.60, 0.00, -0.07, 0
106, 0.55, 0.16, -0.00, 1
158, 0.35, -0.00, 0.02, 1
131, 0.47, 0.19, -0.00, 0
88, 0.63, -0.00, 0.04, 1
129, 0.46, 0.15, 0.00, 0
159, 0.35, -0.00, 0.12, 1
109, 0.55, 0.14, 0.00, 0
94, 0.60, -0.00, 0.13, 1
149, 0.38, 0.07, 0.00, 0
147, 0.40, 0.00, 0.19, 1
92, 0.62, 0.04, 0.00, 0
112, 0.53, 0.00, 0.17, 1
160, 0.35, -0.04, -0.00, 1
125, 0.49, 0.00, 0.18, 0
88, 0.63, -0.07, -0.00, 1
134, 0.44, -0.00, 0.13, 0
157, 0.36, -0.14, -0.00, 1
104, 0.57, -0.00, 0.12, 0
97, 0.58, -0.15, -0.00, 1
153, 0.37, -0.00, 0.04, 0
142, 0.42, -0.19, 0.00, 1
90, 0.62, -0.00, 0.01, 0
117, 0.51, -0.16, 0.00, 1
161, 0.35, 0.00, -0.07, 1
120, 0.51, -0.17, 0.00, 0
89, 0.62, 0.00, -0.09, 1
140, 0.42, -0.11, -0.00, 0
154, 0.37, 0.00, -0.16, 1
99, 0.59, -0.09, 0.00, 0
102, 0.57, 0.00, -0.16, 1
156, 0.36, -0.01, -0.00, 0
137, 0.44, -0.00, -0.19, 1
88, 0.63, 0.02, 0.00, 1
123, 0.48, -0.00, -0.16, 0
161, 0.35, 0.10, 0.00, 1
114, 0.53, -0.00, -0.16, 0
91, 0.61, 0.12, 0.00, 1
145, 0.40, 0.00, -0.09, 0
151, 0.39, 0.17, 0.00, 1
95, 0.60, 0.00, -0.07, 0
107, 0.55, 0.16, -0.00, 1
159, 0.35, -0.00, 0.02, 1
131, 0.47, 0.19, -0.00, 0
88, 0.63, -0.00, 0.04, 1
129, 0.46, 0.14, -0.00, 0
160, 0.35, -0.00, 0.12, 1
109, 0.55, 0.14, 0.00, 0
94, 0.60, -0.00, 0.13, 1
149, 0.38, 0.06, 0.00, 0
146, 0.40, -0.00, 0.19, 1
92, 0.62, 0.04, 0.00, 0
112, 0.53, 0.00, 0.17, 1
160, 0.35, -0.04, -0.00, 1
125, 0.49, 0.00, 0.18, 0
88, 0.63, -0.07, -0.00, 1
134, 0.44, 0.00, 0.13, 0
157, 0.36, -0.14, -0.00, 1
104, 0.57, -0.00, 0.12, 0
98, 0.58, -0.15, -0.00, 1
153, 0.37, -0.00, 0.04, 0
142, 0.42, -0.19, -0.00, 1
90, 0.62, -0.00, 0.01, 0
117, 0.51, -0.16, 0.00, 1
161, 0.35, 0.00, -0.07, 1
119, 0.51, -0.17, 0.00, 0
89, 0.62, 0.00, -0.09, 1
140, 0.42, -0.11, 0.00, 0
154, 0.37, 0.00, -0.16, 1
99, 0.59, -0.09, -0.00, 0
102, 0.57, 0.00, -0.16, 1
156, 0.36, -0.01, -0.00, 0
137, 0.45, 0.00, -0.19, 1
88, 0.63, 0.02, 0.00, 1
123, 0.48, -0.00, -0.15, 0
160, 0.35, 0.10, 0.00, 1
114, 0.53, -0.00, -0.16, 0
91, 0.61, 0.12, 0.00, 1
145, 0.40, -0.00, -0.09, 0
151, 0.39, 0.18, 0.00, 1
95, 0.60, 0.00, -0.06, 0
107, 0.55, 0.17, 0.00, 1
159, 0.35, -0.00, 0.02, 1
131, 0.47, 0.19, 0.00, 0
88, 0.63, -0.00, 0.05, 1
129, 0.46, 0.14, -0.00, 0
159, 0.35, -0.00, 0.12, 1
109, 0.56, 0.14, -0.00, 0
94, 0.60, -0.00, 0.13, 1
149, 0.38, 0.06, -0.00, 0
146, 0.40, -0.00, 0.19, 1
92, 0.62, 0.04, 0.00, 0
112, 0.53, -0.00, 0.17, 1
160, 0.35, -0.05, -0.00, 1
125, 0.49, -0.00, 0.18, 0
88, 0.63, -0.07, -0.00, 1
135, 0.44, 0.00, 0.13, 0
157, 0.36, -0.14, -0.00, 1
103, 0.58, 0.00, 0.12, 0
98, 0.58, -0.15, -0.00, 1
153, 0.37, -0.00, 0.04, 0
142, 0.42, -0.19, -0.00, 1
90, 0.62, -0.00, 0.01, 0
118, 0.51, -0.16, -0.00, 1
161, 0.34, 0.00, -0.07, 1
119, 0.51, -0.17, -0.00, 0
89, 0.62, 0.00, -0.10, 1
140, 0.42, -0.11, 0.00, 0
154, 0.38, 0.00, -0.16, 1
99, 0.59, -0.09, 0.00, 0
102, 0.57, 0.00, -0.16, 1
156, 0.36, -0.01, -0.00, 0
137, 0.45, 0.00, -0.19, 1
88, 0.63, 0.02, 0.00, 1
123, 0.48, 0.00, -0.16, 0
160, 0.35, 0.10, 0.00, 1
114, 0.54, -0.00, -0.16, 0
91, 0.61, 0.12, 0.00, 1
145, 0.40, -0.00, -0.09, 0
150, 0.39, 0.18, 0.00, 1
95, 0.60, -0.00, -0.06, 0
107, 0.55, 0.17, 0.00, 1
159, 0.35, -0.00, 0.02, 1
131, 0.47, 0.19, 0.00, 0
88, 0.63, -0.00, 0.05, 1
129, 0.46, 0.14, 0.00, 0
159, 0.35, -0.00, 0.12, 1
108, 0.56, 0.14, -0.00, 0
94, 0.60, -0.00, 0.13, 1
149, 0.38, 0.06, -0.00, 0
146, 0.41, -0.00, 0.19, 1
92, 0.62, 0.04, -0.00, 0
112, 0.53, -0.00, 0.17, 1
160, 0.35, -0.05, -0.00, 1
125, 0.49, -0.00, 0.18, 0
88, 0.63, -0.07, -0.00, 1
135, 0.44, -0.00, 0.13, 0
157, 0.36, -0.15, -0.00, 1
103, 0.58, 0.00, 0.11, 0
98, 0.58, -0.15, -0.00, 1
153, 0.37, 0.00, 0.04, 0
141, 0.43, -0.19, -0.00, 1
89, 0.63, -0.00, 0.01, 0
118, 0.51, -0.16, -0.00, 1
161, 0.34, 0.00, -0.07, 1
119, 0.51, -0.17, -0.00, 0
89, 0.62, 0.00, -0.10, 1
140, 0.42, -0.11, -0.00, 0
154, 0.37, 0.00, -0.16, 1
99, 0.59, -0.09, 0.00, 0
102, 0.57, 0.00, -0.16, 1
156, 0.36, -0.01, 0.00, 0
136, 0.45, 0.00, -0.20, 1
88, 0.63, 0.02, 0.00, 1
124, 0.48, 0.00, -0.16, 0
160, 0.35, 0.10, 0.00, 1
113, 0.54, 0.00, -0.16, 0
91, 0.61, 0.12, 0.00, 1
145, 0.40, 0.00, -0.09, 0
151, 0.39, 0.18, 0.00, 1
95, 0.61, -0.00, -0.06, 0
107, 0.55, 0.16, 0.00, 1
159, 0.35, 0.00, 0.02, 1
131, 0.47, 0.19, 0.00, 0
88, 0.63, -0.00, 0.05, 1
129, 0.46, 0.14, 0.00, 0
159, 0.35, -0.00, 0.12, 1
108, 0.56, 0.14, 0.00, 0
94, 0.60, -0.00, 0.14, 1
150, 0.38, 0.06, -0.00, 0
146, 0.41, -0.00, 0.19, 1
92, 0.62, 0.04, -0.00, 0
112, 0.53, -0.00, 0.17, 1
160, 0.35, -0.05, 0.00, 1
125, 0.49, -0.00, 0.18, 0
88, 0.63, -0.07, -0.00, 1
135, 0.44, -0.00, 0.13, 0
157, 0.36, -0.15, -0.00, 1
103, 0.58, -0.00, 0.11, 0
98, 0.58, -0.15, -0.00, 1
153, 0.37, 0.00, 0.04, 0
141, 0.43, -0.19, -0.00, 1
90, 0.63, 0.00, 0.01, 0
118, 0.50, -0.16, -0.00, 1
161, 0.35, 0.00, -0.07, 1
119, 0.52, -0.17, -0.00, 0
89, 0.62, 0.00, -0.10, 1
141, 0.42, -0.11, -0.00, 0
154, 0.38, 0.00, -0.16, 1
98, 0.59, -0.09, -0.00, 0
102, 0.57, 0.00, -0.16, 1
156, 0.36, -0.01, 0.00, 0
136, 0.45, 0.00, -0.19, 1
88, 0.63, 0.02, -0.00, 1
124, 0.48, 0.00, -0.15, 0
160, 0.35, 0.10, 0.00, 1
113, 0.54, 0.00, -0.16, 0
91, 0.61, 0.12, 0.00, 1
145, 0.40, 0.00, -0.09, 0
99, 0.39, 0.18, 0.00, 1
102, 0.61, 0.00, -0.06, 0
156, 0.55, 0.17, 0.00, 1
137, 0.35, 0.00, 0.02, 1
88, 0.47, 0.19, 0.00, 0
123, 0.63, 0.00, 0.05, 1
161, 0.46, 0.14, -0.00, 0
114, 0.35, -0.00, 0.12, 1
91, 0.56, 0.14, 0.00, 0
144, 0.60, -0.00, 0.14, 1
151, 0.38, 0.06, 0.00, 0
95, 0.41, -0.00, 0.19, 1
106, 0.62, 0.03, 0.00, 0
158, 0.53, -0.00, 0.17, 1
131, 0.35, -0.05, 0.00, 1
88, 0.49, -0.00, 0.18, 0
129, 0.63, -0.07, 0.00, 1
159, 0.44, -0.00, 0.13, 0
109, 0.36, -0.15, -0.00, 1
94, 0.58, -0.00, 0.11, 0
149, 0.58, -0.15, -0.00, 1
147, 0.37, -0.00, 0.03, 0
92, 0.43, -0.19, -0.00, 1
112, 0.62, -0.00, 0.01, 0
160, 0.50, -0.16, -0.00, 1
125, 0.35, -0.00, -0.08, 1
88, 0.52, -0.17, -0.00, 0
134, 0.62, -0.00, -0.10, 1
157, 0.42, -0.11, -0.00, 0
104, 0.38, 0.00, -0.16, 1
97, 0.59, -0.09, -0.00, 0
153, 0.57, 0.00, -0.16, 1
142, 0.36, -0.01, -0.00, 0
90, 0.45, 0.00, -0.19, 1
117, 0.63, 0.02, 0.00, 1
161, 0.48, 0.00, -0.15, 0
120, 0.35, 0.10, -0.00, 1
89, 0.54, 0.00, -0.15, 0
140, 0.61, 0.12, 0.00, 1
154, 0.40, 0.00, -0.08, 0
99, 0.39, 0.18, 0.00, 1
102, 0.61, 0.00, -0.06, 0
156, 0.55, 0.17, 0.00, 1
137, 0.35, -0.00, 0.02, 1
88, 0.47, 0.19, 0.00, 0
123, 0.63, 0.00, 0.05, 1
161, 0.46, 0.14, 0.00, 0
114, 0.35, 0.00, 0.13, 1
91, 0.56, 0.13, 0.00, 0
145, 0.60, -0.00, 0.14, 1
151, 0.38, 0.06, 0.00, 0
95, 0.41, -0.00, 0.19, 1
107, 0.62, 0.03, 0.00, 0
158, 0.53, -0.00, 0.17, 1
131, 0.35, -0.05, -0.00, 1
87, 0.49, -0.00, 0.18, 0
129, 0.63, -0.07, 0.00, 1
160, 0.44, -0.00, 0.13, 0
108, 0.36, -0.15, 0.00, 1
94, 0.58, 0.00, 0.11, 0
149, 0.58, -0.15, -0.00, 1
146, 0.36, -0.00, 0.03, 0
92, 0.43, -0.19, -0.00, 1
112, 0.63, -0.00, 0.01, 0
160, 0.50, -0.16, -0.00, 1
125, 0.34, 0.00, -0.08, 1
88, 0.52, -0.17, -0.00, 0
134, 0.62, -0.00, -0.10, 1
157, 0.42, -0.11, -0.00, 0
103, 0.38, -0.00, -0.17, 1
98, 0.59, -0.09, -0.00, 0
153, 0.56, 0.00, -0.16, 1
142, 0.36, -0.01, -0.00, 0
90, 0.45, 0.00, -0.19, 1
118, 0.63, 0.02, 0.00, 1
161, 0.48, 0.00, -0.15, 0
119, 0.35, 0.10, 0.00, 1
89, 0.54, 0.00, -0.15, 0
140, 0.61, 0.12, 0.00, 1
155, 0.40, -0.00, -0.08, 0
99, 0.39, 0.18, 0.00, 1
102, 0.61, 0.00, -0.06, 0
156, 0.55, 0.17, 0.00, 1
136, 0.35, 0.00, 0.02, 1
88, 0.47, 0.19, 0.00, 0
123, 0.63, -0.00, 0.05, 1
160, 0.46, 0.14, 0.00, 0
114, 0.35, 0.00, 0.13, 1
91, 0.56, 0.13, 0.00, 0
145, 0.60, -0.00, 0.14, 1
151, 0.38, 0.06, -0.00, 0
95, 0.41, -0.00, 0.19, 1
107, 0.62, 0.03, 0.00, 0
159, 0.53, -0.00, 0.17, 1
131, 0.35, -0.05, -0.00, 1
87, 0.49, -0.00, 0.18, 0
129, 0.63, -0.08, -0.00, 1
159, 0.44, -0.00, 0.13, 0
108, 0.36, -0.15, 0.00, 1
94, 0.58, -0.00, 0.11, 0
150, 0.58, -0.15, -0.00, 1
146, 0.36, 0.00, 0.03, 0
92, 0.43, -0.19, -0.00, 1
112, 0.63, -0.00, 0.01, 0
160, 0.50, -0.16, -0.00, 1
125, 0.35, -0.00, -0.08, 1
88, 0.52, -0.17, -0.00, 0
135, 0.62, 0.00, -0.10, 1
157, 0.42, -0.11, -0.00, 0
103, 0.38, -0.00, -0.17, 1
98, 0.59, -0.09, -0.00, 0
153, 0.56, 0.00, -0.16, 1
141, 0.36, -0.00, 0.00, 0
90, 0.45, 0.00, -0.19, 1
118, 0.63, 0.02, 0.00, 1
161, 0.48, 0.00, -0.15, 0
119, 0.35, 0.10, -0.00, 1
89, 0.54, 0.00, -0.15, 0
140, 0.61, 0.12, 0.00, 1
154, 0.40, 0.00, -0.08, 0
99, 0.39, 0.18, -0.00, 1
102, 0.61, 0.00, -0.06, 0
157, 0.55, 0.17, 0.00, 1
136, 0.35, 0.00, 0.03, 1
88, 0.47, 0.19, 0.00, 0
123, 0.63, -0.00, 0.05, 1
